utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 581, 5465, 6059, 7853, 3, 2116, 832, 6661, 5602, 5543, 2193, 3366, 3349, 7037, 3, 5]","[2, 2084, 3210, 3552, 5449, 134, 3, 5]","[2, 2837, 6123, 6543, 141, 141, 3, 5]","[2, 241, 3704, 3210, 3552, 5449, 3, 5]","[2, 2764, 1706, 3144, 555, 5630, 3190, 536, 5682, 2084, 3210, 3232, 6583, 7068, 3, 6101, 5584, 141, 119, 141, 3, 1792, 5629, 3, 6160, 6292, 3, 1685, 3040, 3400, 3697, 5602, 6582, 5448, 3, 2235, 3001, 5463, 141, 119, 141, 3, 5]",하 싸발 내 이상형 나보다 잘생긴 남자였는데 [SEP] 포기해써^!^ [SEP] 아 그리고 [SEP] 정리하다가 [SEP] 시영선배 사진 나옴ㅋㅋㅋㅋㅋ [SEP] 지워야지^!^ [SEP] 
"[2, 2084, 3210, 3552, 5449, 134, 3, 5]","[2, 2837, 6123, 6543, 141, 141, 3, 5]","[2, 241, 3704, 3210, 3552, 5449, 3, 5]","[2, 2764, 1706, 3144, 555, 5630, 3190, 536, 5682, 2084, 3210, 3232, 6583, 7068, 3, 6101, 5584, 141, 119, 141, 3, 1792, 5629, 3, 6160, 6292, 3, 1685, 3040, 3400, 3697, 5602, 6582, 5448, 3, 2235, 3001, 5463, 141, 119, 141, 3, 5]","[2, 6160, 1795, 3467, 3189, 134, 3, 5]",정리 안햤너? [SEP] 
"[2, 2837, 6123, 6543, 141, 141, 3, 5]","[2, 241, 3704, 3210, 3552, 5449, 3, 5]","[2, 2764, 1706, 3144, 555, 5630, 3190, 536, 5682, 2084, 3210, 3232, 6583, 7068, 3, 6101, 5584, 141, 119, 141, 3, 1792, 5629, 3, 6160, 6292, 3, 1685, 3040, 3400, 3697, 5602, 6582, 5448, 3, 2235, 3001, 5463, 141, 119, 141, 3, 5]","[2, 6160, 1795, 3467, 3189, 134, 3, 5]","[2, 2118, 3190, 4551, 5602, 3005, 6582, 3, 5834, 6540, 6288, 3, 5]",전형턱 사진도 나옴 [SEP] ㅇㅇ 귀찮아서 안함;;; [SEP] 
"[2, 241, 3704, 3210, 3552, 5449, 3, 5]","[2, 2764, 1706, 3144, 555, 5630, 3190, 536, 5682, 2084, 3210, 3232, 6583, 7068, 3, 6101, 5584, 141, 119, 141, 3, 1792, 5629, 3, 6160, 6292, 3, 1685, 3040, 3400, 3697, 5602, 6582, 5448, 3, 2235, 3001, 5463, 141, 119, 141, 3, 5]","[2, 6160, 1795, 3467, 3189, 134, 3, 5]","[2, 2118, 3190, 4551, 5602, 3005, 6582, 3, 5834, 6540, 6288, 3, 5]","[2, 2235, 3460, 6076, 123, 123, 123, 3, 5]",지웠어야지... [SEP] 
"[2, 2764, 1706, 3144, 555, 5630, 3190, 536, 5682, 2084, 3210, 3232, 6583, 7068, 3, 6101, 5584, 141, 119, 141, 3, 1792, 5629, 3, 6160, 6292, 3, 1685, 3040, 3400, 3697, 5602, 6582, 5448, 3, 2235, 3001, 5463, 141, 119, 141, 3, 5]","[2, 6160, 1795, 3467, 3189, 134, 3, 5]","[2, 2118, 3190, 4551, 5602, 3005, 6582, 3, 5834, 6540, 6288, 3, 5]","[2, 2235, 3460, 6076, 123, 123, 123, 3, 5]","[2, 261, 5602, 2970, 1944, 3114, 3003, 123, 123, 123, 3, 1792, 6668, 241, 7836, 2987, 3, 388, 5525, 1685, 3040, 3400, 3697, 5602, 5682, 3, 388, 1566, 3697, 2921, 7786, 2947, 234, 7636, 5602, 2970, 764, 1167, 3063, 3, 5]",걔 사진이 왜있냐... [SEP] 아 심지어 개 웃긴게 [SEP] 그 뭐야 시영선배 사진보다 [SEP] 그 선배가 키우는 강아지 사진이 더 많음 [SEP] 
"[2, 6160, 1795, 3467, 3189, 134, 3, 5]","[2, 2118, 3190, 4551, 5602, 3005, 6582, 3, 5834, 6540, 6288, 3, 5]","[2, 2235, 3460, 6076, 123, 123, 123, 3, 5]","[2, 261, 5602, 2970, 1944, 3114, 3003, 123, 123, 123, 3, 1792, 6668, 241, 7836, 2987, 3, 388, 5525, 1685, 3040, 3400, 3697, 5602, 5682, 3, 388, 1566, 3697, 2921, 7786, 2947, 234, 7636, 5602, 2970, 764, 1167, 3063, 3, 5]","[2, 5546, 3, 5868, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ [SEP] 미친ㅋㅋㅋㅋㅋ [SEP] 
"[2, 2118, 3190, 4551, 5602, 3005, 6582, 3, 5834, 6540, 6288, 3, 5]","[2, 2235, 3460, 6076, 123, 123, 123, 3, 5]","[2, 261, 5602, 2970, 1944, 3114, 3003, 123, 123, 123, 3, 1792, 6668, 241, 7836, 2987, 3, 388, 5525, 1685, 3040, 3400, 3697, 5602, 5682, 3, 388, 1566, 3697, 2921, 7786, 2947, 234, 7636, 5602, 2970, 764, 1167, 3063, 3, 5]","[2, 5546, 3, 5868, 3, 5]","[2, 6065, 332, 2963, 2943, 3247, 3005, 2349, 3063, 3, 6992, 6395, 3005, 3, 5602, 5897, 7645, 6332, 3, 5522, 2193, 3366, 5602, 7200, 3165, 3, 5]",아빠 과거사진도 찾음 [SEP] 아무리 생각해도 [SEP] 사진 그만봐야할듯 [SEP] 존나 중딩 사진 현타와 [SEP] 
"[2, 2235, 3460, 6076, 123, 123, 123, 3, 5]","[2, 261, 5602, 2970, 1944, 3114, 3003, 123, 123, 123, 3, 1792, 6668, 241, 7836, 2987, 3, 388, 5525, 1685, 3040, 3400, 3697, 5602, 5682, 3, 388, 1566, 3697, 2921, 7786, 2947, 234, 7636, 5602, 2970, 764, 1167, 3063, 3, 5]","[2, 5546, 3, 5868, 3, 5]","[2, 6065, 332, 2963, 2943, 3247, 3005, 2349, 3063, 3, 6992, 6395, 3005, 3, 5602, 5897, 7645, 6332, 3, 5522, 2193, 3366, 5602, 7200, 3165, 3, 5]","[2, 5496, 6592, 3, 1237, 3120, 5529, 5476, 3, 5944, 3068, 3188, 3590, 3, 5648, 123, 123, 123, 3, 1974, 3200, 7601, 123, 123, 123, 3, 5692, 5498, 2921, 3, 5]",운동하려고 [SEP] 몸푸는중이야 [SEP] 스트ㅡ레칭 [SEP] 안돼... [SEP] 운돈 해야돼... [SEP] 죽을거같가 [SEP] 
"[2, 261, 5602, 2970, 1944, 3114, 3003, 123, 123, 123, 3, 1792, 6668, 241, 7836, 2987, 3, 388, 5525, 1685, 3040, 3400, 3697, 5602, 5682, 3, 388, 1566, 3697, 2921, 7786, 2947, 234, 7636, 5602, 2970, 764, 1167, 3063, 3, 5]","[2, 5546, 3, 5868, 3, 5]","[2, 6065, 332, 2963, 2943, 3247, 3005, 2349, 3063, 3, 6992, 6395, 3005, 3, 5602, 5897, 7645, 6332, 3, 5522, 2193, 3366, 5602, 7200, 3165, 3, 5]","[2, 5496, 6592, 3, 1237, 3120, 5529, 5476, 3, 5944, 3068, 3188, 3590, 3, 5648, 123, 123, 123, 3, 1974, 3200, 7601, 123, 123, 123, 3, 5692, 5498, 2921, 3, 5]","[2, 5699, 3088, 5947, 3, 7418, 5488, 6864, 134, 3, 5]",뭐라구 했어 [SEP] 하지말라고 했지? [SEP] 
"[2, 5546, 3, 5868, 3, 5]","[2, 6065, 332, 2963, 2943, 3247, 3005, 2349, 3063, 3, 6992, 6395, 3005, 3, 5602, 5897, 7645, 6332, 3, 5522, 2193, 3366, 5602, 7200, 3165, 3, 5]","[2, 5496, 6592, 3, 1237, 3120, 5529, 5476, 3, 5944, 3068, 3188, 3590, 3, 5648, 123, 123, 123, 3, 1974, 3200, 7601, 123, 123, 123, 3, 5692, 5498, 2921, 3, 5]","[2, 5699, 3088, 5947, 3, 7418, 5488, 6864, 134, 3, 5]","[2, 2550, 2975, 2999, 123, 123, 123, 5472, 2947, 5496, 7528, 2947, 1528, 1621, 6366, 3411, 3, 388, 2934, 3385, 391, 3445, 3179, 6359, 3, 536, 1944, 6126, 2389, 6794, 3, 5]",킹치만... 이제는 운동 없이는 살 수 없는걸 [SEP] 그아앗 근손실온다 [SEP] 나 왜 저렇게 쳤지ㅋㅋㅋㅋㅋ [SEP] 
"[2, 6065, 332, 2963, 2943, 3247, 3005, 2349, 3063, 3, 6992, 6395, 3005, 3, 5602, 5897, 7645, 6332, 3, 5522, 2193, 3366, 5602, 7200, 3165, 3, 5]","[2, 5496, 6592, 3, 1237, 3120, 5529, 5476, 3, 5944, 3068, 3188, 3590, 3, 5648, 123, 123, 123, 3, 1974, 3200, 7601, 123, 123, 123, 3, 5692, 5498, 2921, 3, 5]","[2, 5699, 3088, 5947, 3, 7418, 5488, 6864, 134, 3, 5]","[2, 2550, 2975, 2999, 123, 123, 123, 5472, 2947, 5496, 7528, 2947, 1528, 1621, 6366, 3411, 3, 388, 2934, 3385, 391, 3445, 3179, 6359, 3, 536, 1944, 6126, 2389, 6794, 3, 5]","[2, 391, 3445, 3179, 6467, 123, 123, 123, 3, 6976, 123, 123, 123, 3, 5]",근손실 에바야... [SEP] 알지... [SEP] 
"[2, 5496, 6592, 3, 1237, 3120, 5529, 5476, 3, 5944, 3068, 3188, 3590, 3, 5648, 123, 123, 123, 3, 1974, 3200, 7601, 123, 123, 123, 3, 5692, 5498, 2921, 3, 5]","[2, 5699, 3088, 5947, 3, 7418, 5488, 6864, 134, 3, 5]","[2, 2550, 2975, 2999, 123, 123, 123, 5472, 2947, 5496, 7528, 2947, 1528, 1621, 6366, 3411, 3, 388, 2934, 3385, 391, 3445, 3179, 6359, 3, 536, 1944, 6126, 2389, 6794, 3, 5]","[2, 391, 3445, 3179, 6467, 123, 123, 123, 3, 6976, 123, 123, 123, 3, 5]","[2, 7185, 2237, 3073, 3, 5]",미쳤네 진빠 [SEP] 
"[2, 5699, 3088, 5947, 3, 7418, 5488, 6864, 134, 3, 5]","[2, 2550, 2975, 2999, 123, 123, 123, 5472, 2947, 5496, 7528, 2947, 1528, 1621, 6366, 3411, 3, 388, 2934, 3385, 391, 3445, 3179, 6359, 3, 536, 1944, 6126, 2389, 6794, 3, 5]","[2, 391, 3445, 3179, 6467, 123, 123, 123, 3, 6976, 123, 123, 123, 3, 5]","[2, 7185, 2237, 3073, 3, 5]","[2, 536, 5462, 7650, 3, 5837, 5543, 7654, 3, 7351, 241, 3157, 5795, 2118, 5502, 5478, 6034, 2931, 5589, 123, 123, 123, 134, 3, 5]",나 근데 어케하냐 [SEP] 과제 ㄹㅇ 에반데 [SEP] 인터넷 개강하기 전까지 어케 끝내야겠지...? [SEP] 
"[2, 2550, 2975, 2999, 123, 123, 123, 5472, 2947, 5496, 7528, 2947, 1528, 1621, 6366, 3411, 3, 388, 2934, 3385, 391, 3445, 3179, 6359, 3, 536, 1944, 6126, 2389, 6794, 3, 5]","[2, 391, 3445, 3179, 6467, 123, 123, 123, 3, 6976, 123, 123, 123, 3, 5]","[2, 7185, 2237, 3073, 3, 5]","[2, 536, 5462, 7650, 3, 5837, 5543, 7654, 3, 7351, 241, 3157, 5795, 2118, 5502, 5478, 6034, 2931, 5589, 123, 123, 123, 134, 3, 5]","[2, 7210, 3139, 3206, 123, 123, 123, 134, 3, 5926, 539, 6496, 3005, 1795, 3796, 3, 5]",그래야겠찌...? [SEP] 하지만 난 자소서도 안씀 [SEP] 
"[2, 391, 3445, 3179, 6467, 123, 123, 123, 3, 6976, 123, 123, 123, 3, 5]","[2, 7185, 2237, 3073, 3, 5]","[2, 536, 5462, 7650, 3, 5837, 5543, 7654, 3, 7351, 241, 3157, 5795, 2118, 5502, 5478, 6034, 2931, 5589, 123, 123, 123, 134, 3, 5]","[2, 7210, 3139, 3206, 123, 123, 123, 134, 3, 5926, 539, 6496, 3005, 1795, 3796, 3, 5]","[2, 1706, 3144, 5862, 1873, 3204, 3023, 3, 5]",싸발 얼굴 에반디 [SEP] 
"[2, 7185, 2237, 3073, 3, 5]","[2, 536, 5462, 7650, 3, 5837, 5543, 7654, 3, 7351, 241, 3157, 5795, 2118, 5502, 5478, 6034, 2931, 5589, 123, 123, 123, 134, 3, 5]","[2, 7210, 3139, 3206, 123, 123, 123, 134, 3, 5926, 539, 6496, 3005, 1795, 3796, 3, 5]","[2, 1706, 3144, 5862, 1873, 3204, 3023, 3, 5]","[2, 128, 3204, 2970, 1200, 3284, 3057, 2767, 3908, 2946, 3, 5853, 6372, 6708, 3, 128, 3204, 5958, 5501, 123, 123, 123, 3, 5]",4반이 머ㅕㄹ 한댔나 [SEP] 그랬던거같은데 [SEP] 4반이었구나... [SEP] 
"[2, 536, 5462, 7650, 3, 5837, 5543, 7654, 3, 7351, 241, 3157, 5795, 2118, 5502, 5478, 6034, 2931, 5589, 123, 123, 123, 134, 3, 5]","[2, 7210, 3139, 3206, 123, 123, 123, 134, 3, 5926, 539, 6496, 3005, 1795, 3796, 3, 5]","[2, 1706, 3144, 5862, 1873, 3204, 3023, 3, 5]","[2, 128, 3204, 2970, 1200, 3284, 3057, 2767, 3908, 2946, 3, 5853, 6372, 6708, 3, 128, 3204, 5958, 5501, 123, 123, 123, 3, 5]","[2, 5491, 2118, 3266, 3210, 743, 3228, 5888, 134, 3, 7160, 5547, 5468, 3152, 3005, 6166, 5769, 3, 5]",이거 전교생 대상 아님? [SEP] 1학년인가 그런애도 있다던데 [SEP] 
"[2, 7210, 3139, 3206, 123, 123, 123, 134, 3, 5926, 539, 6496, 3005, 1795, 3796, 3, 5]","[2, 1706, 3144, 5862, 1873, 3204, 3023, 3, 5]","[2, 128, 3204, 2970, 1200, 3284, 3057, 2767, 3908, 2946, 3, 5853, 6372, 6708, 3, 128, 3204, 5958, 5501, 123, 123, 123, 3, 5]","[2, 5491, 2118, 3266, 3210, 743, 3228, 5888, 134, 3, 7160, 5547, 5468, 3152, 3005, 6166, 5769, 3, 5]","[2, 5902, 3035, 123, 123, 123, 3, 5945, 5506, 1685, 4086, 5995, 3234, 5547, 5938, 5449, 3, 6273, 3488, 7628, 3, 388, 6202, 3, 1913, 3188, 3151, 2974, 6751, 5530, 134, 134, 3, 5]",모르겠엉... [SEP] 우린 내일 시뮬레이션인가 한다는데 [SEP] 개꿀잠 잘게 [SEP] 그 저번에 [SEP] 오레오로 했다는거야?? [SEP] 
"[2, 1706, 3144, 5862, 1873, 3204, 3023, 3, 5]","[2, 128, 3204, 2970, 1200, 3284, 3057, 2767, 3908, 2946, 3, 5853, 6372, 6708, 3, 128, 3204, 5958, 5501, 123, 123, 123, 3, 5]","[2, 5491, 2118, 3266, 3210, 743, 3228, 5888, 134, 3, 7160, 5547, 5468, 3152, 3005, 6166, 5769, 3, 5]","[2, 5902, 3035, 123, 123, 123, 3, 5945, 5506, 1685, 4086, 5995, 3234, 5547, 5938, 5449, 3, 6273, 3488, 7628, 3, 388, 6202, 3, 1913, 3188, 3151, 2974, 6751, 5530, 134, 134, 3, 5]","[2, 5470, 5797, 5611, 3, 5]",지금 먹고 있어 [SEP] 
"[2, 128, 3204, 2970, 1200, 3284, 3057, 2767, 3908, 2946, 3, 5853, 6372, 6708, 3, 128, 3204, 5958, 5501, 123, 123, 123, 3, 5]","[2, 5491, 2118, 3266, 3210, 743, 3228, 5888, 134, 3, 7160, 5547, 5468, 3152, 3005, 6166, 5769, 3, 5]","[2, 5902, 3035, 123, 123, 123, 3, 5945, 5506, 1685, 4086, 5995, 3234, 5547, 5938, 5449, 3, 6273, 3488, 7628, 3, 388, 6202, 3, 1913, 3188, 3151, 2974, 6751, 5530, 134, 134, 3, 5]","[2, 5470, 5797, 5611, 3, 5]","[2, 686, 3068, 5565, 3035, 3, 5]",느ㅡ어어엉 [SEP] 
"[2, 5491, 2118, 3266, 3210, 743, 3228, 5888, 134, 3, 7160, 5547, 5468, 3152, 3005, 6166, 5769, 3, 5]","[2, 5902, 3035, 123, 123, 123, 3, 5945, 5506, 1685, 4086, 5995, 3234, 5547, 5938, 5449, 3, 6273, 3488, 7628, 3, 388, 6202, 3, 1913, 3188, 3151, 2974, 6751, 5530, 134, 134, 3, 5]","[2, 5470, 5797, 5611, 3, 5]","[2, 686, 3068, 5565, 3035, 3, 5]","[2, 2031, 5963, 2967, 3628, 3, 5]",으에에에엥 [SEP] 
"[2, 5902, 3035, 123, 123, 123, 3, 5945, 5506, 1685, 4086, 5995, 3234, 5547, 5938, 5449, 3, 6273, 3488, 7628, 3, 388, 6202, 3, 1913, 3188, 3151, 2974, 6751, 5530, 134, 134, 3, 5]","[2, 5470, 5797, 5611, 3, 5]","[2, 686, 3068, 5565, 3035, 3, 5]","[2, 2031, 5963, 2967, 3628, 3, 5]","[2, 1792, 2966, 5772, 2925, 3035, 3, 5546, 3, 5457, 5669, 5447, 3, 5]",아으어ㅓ어엉 [SEP] ㅌㅋㅋㅋㅋㅋㅋ [SEP] 너무하네ㅋㅋ [SEP] 
"[2, 5470, 5797, 5611, 3, 5]","[2, 686, 3068, 5565, 3035, 3, 5]","[2, 2031, 5963, 2967, 3628, 3, 5]","[2, 1792, 2966, 5772, 2925, 3035, 3, 5546, 3, 5457, 5669, 5447, 3, 5]","[2, 2764, 5837, 3052, 6599, 3, 6534, 6368, 544, 5905, 3, 388, 7577, 129, 3017, 2975, 1236, 5534, 5938, 3, 5]",하 과제ㅜ해야되는데 [SEP] 야발 일주일 남았다 [SEP] 그 안에 5주치 몰아서 한다 [SEP] 
"[2, 686, 3068, 5565, 3035, 3, 5]","[2, 2031, 5963, 2967, 3628, 3, 5]","[2, 1792, 2966, 5772, 2925, 3035, 3, 5546, 3, 5457, 5669, 5447, 3, 5]","[2, 2764, 5837, 3052, 6599, 3, 6534, 6368, 544, 5905, 3, 388, 7577, 129, 3017, 2975, 1236, 5534, 5938, 3, 5]","[2, 6334, 3843, 3160, 3, 5]",자살마렵네 [SEP] 
"[2, 2031, 5963, 2967, 3628, 3, 5]","[2, 1792, 2966, 5772, 2925, 3035, 3, 5546, 3, 5457, 5669, 5447, 3, 5]","[2, 2764, 5837, 3052, 6599, 3, 6534, 6368, 544, 5905, 3, 388, 7577, 129, 3017, 2975, 1236, 5534, 5938, 3, 5]","[2, 6334, 3843, 3160, 3, 5]","[2, 6496, 1944, 3796, 3, 5522, 2053, 3286, 3, 1944, 7474, 2931, 3, 6496, 1771, 3072, 134, 3, 5]",자소서 왜씀 [SEP] 존나 의문 [SEP] 왜 강제야 [SEP] 자소서 쓰래? [SEP] 
"[2, 1792, 2966, 5772, 2925, 3035, 3, 5546, 3, 5457, 5669, 5447, 3, 5]","[2, 2764, 5837, 3052, 6599, 3, 6534, 6368, 544, 5905, 3, 388, 7577, 129, 3017, 2975, 1236, 5534, 5938, 3, 5]","[2, 6334, 3843, 3160, 3, 5]","[2, 6496, 1944, 3796, 3, 5522, 2053, 3286, 3, 1944, 7474, 2931, 3, 6496, 1771, 3072, 134, 3, 5]","[2, 5759, 5573, 5502, 3098, 6660, 3, 5513, 6842, 3, 6687, 5599, 3, 5562, 5635, 3270, 2963, 3, 6345, 2925, 123, 123, 123, 3, 5]",아마 어제까지였을걸 [SEP] 그래서 저도 [SEP] 안했습니다 [SEP] 너가 보내준거 [SEP] 고마어... [SEP] 
"[2, 2764, 5837, 3052, 6599, 3, 6534, 6368, 544, 5905, 3, 388, 7577, 129, 3017, 2975, 1236, 5534, 5938, 3, 5]","[2, 6334, 3843, 3160, 3, 5]","[2, 6496, 1944, 3796, 3, 5522, 2053, 3286, 3, 1944, 7474, 2931, 3, 6496, 1771, 3072, 134, 3, 5]","[2, 5759, 5573, 5502, 3098, 6660, 3, 5513, 6842, 3, 6687, 5599, 3, 5562, 5635, 3270, 2963, 3, 6345, 2925, 123, 123, 123, 3, 5]","[2, 7244, 7139, 3293, 3, 5]",맛있게 먹으렴 [SEP] 
"[2, 6334, 3843, 3160, 3, 5]","[2, 6496, 1944, 3796, 3, 5522, 2053, 3286, 3, 1944, 7474, 2931, 3, 6496, 1771, 3072, 134, 3, 5]","[2, 5759, 5573, 5502, 3098, 6660, 3, 5513, 6842, 3, 6687, 5599, 3, 5562, 5635, 3270, 2963, 3, 6345, 2925, 123, 123, 123, 3, 5]","[2, 7244, 7139, 3293, 3, 5]","[2, 5458, 2084, 5879, 3, 6026, 5535, 3714, 3, 5]",내가 잘할게 [SEP] 뭐하고있닝 [SEP] 
"[2, 6496, 1944, 3796, 3, 5522, 2053, 3286, 3, 1944, 7474, 2931, 3, 6496, 1771, 3072, 134, 3, 5]","[2, 5759, 5573, 5502, 3098, 6660, 3, 5513, 6842, 3, 6687, 5599, 3, 5562, 5635, 3270, 2963, 3, 6345, 2925, 123, 123, 123, 3, 5]","[2, 7244, 7139, 3293, 3, 5]","[2, 5458, 2084, 5879, 3, 6026, 5535, 3714, 3, 5]","[2, 6187, 5837, 2193, 5489, 3, 5]",회사 과제 중인데 [SEP] 
"[2, 5759, 5573, 5502, 3098, 6660, 3, 5513, 6842, 3, 6687, 5599, 3, 5562, 5635, 3270, 2963, 3, 6345, 2925, 123, 123, 123, 3, 5]","[2, 7244, 7139, 3293, 3, 5]","[2, 5458, 2084, 5879, 3, 6026, 5535, 3714, 3, 5]","[2, 6187, 5837, 2193, 5489, 3, 5]","[2, 2031, 3035, 123, 123, 123, 134, 3, 5]",으엉...? [SEP] 
"[2, 7244, 7139, 3293, 3, 5]","[2, 5458, 2084, 5879, 3, 6026, 5535, 3714, 3, 5]","[2, 6187, 5837, 2193, 5489, 3, 5]","[2, 2031, 3035, 123, 123, 123, 134, 3, 5]","[2, 5569, 7618, 2841, 2946, 5589, 3, 7440, 3173, 3, 5]",이렇게 쓰면 혼나겠지 [SEP] 아아아아ㅏㅇ [SEP] 
"[2, 5458, 2084, 5879, 3, 6026, 5535, 3714, 3, 5]","[2, 6187, 5837, 2193, 5489, 3, 5]","[2, 2031, 3035, 123, 123, 123, 134, 3, 5]","[2, 5569, 7618, 2841, 2946, 5589, 3, 7440, 3173, 3, 5]","[2, 1792, 3000, 3337, 5448, 3, 5]",아미친ㅋㅋㅋㅋㅋ [SEP] 
"[2, 6187, 5837, 2193, 5489, 3, 5]","[2, 2031, 3035, 123, 123, 123, 134, 3, 5]","[2, 5569, 7618, 2841, 2946, 5589, 3, 7440, 3173, 3, 5]","[2, 1792, 3000, 3337, 5448, 3, 5]","[2, 5550, 1771, 5552, 123, 123, 123, 123, 3, 5]",다시 쓰려고.... [SEP] 
"[2, 2031, 3035, 123, 123, 123, 134, 3, 5]","[2, 5569, 7618, 2841, 2946, 5589, 3, 7440, 3173, 3, 5]","[2, 1792, 3000, 3337, 5448, 3, 5]","[2, 5550, 1771, 5552, 123, 123, 123, 123, 3, 5]","[2, 5495, 6656, 5500, 6184, 2781, 2936, 5448, 3, 7406, 2970, 1970, 2994, 2946, 6359, 3, 5]",생각 좀만 하고 말을 해라ㅋㅋㅋㅋㅋ [SEP] 진심이 우러나온다 [SEP] 
"[2, 5569, 7618, 2841, 2946, 5589, 3, 7440, 3173, 3, 5]","[2, 1792, 3000, 3337, 5448, 3, 5]","[2, 5550, 1771, 5552, 123, 123, 123, 123, 3, 5]","[2, 5495, 6656, 5500, 6184, 2781, 2936, 5448, 3, 7406, 2970, 1970, 2994, 2946, 6359, 3, 5]","[2, 5450, 5544, 6641, 2970, 3003, 3, 5495, 6299, 1169, 5511, 123, 123, 3, 5]",아니 이게 질문이냐 [SEP] 생각 안하고 말하지.. [SEP] 
"[2, 1792, 3000, 3337, 5448, 3, 5]","[2, 5550, 1771, 5552, 123, 123, 123, 123, 3, 5]","[2, 5495, 6656, 5500, 6184, 2781, 2936, 5448, 3, 7406, 2970, 1970, 2994, 2946, 6359, 3, 5]","[2, 5450, 5544, 6641, 2970, 3003, 3, 5495, 6299, 1169, 5511, 123, 123, 3, 5]","[2, 397, 3239, 7338, 5931, 2921, 5798, 6223, 2071, 3035, 3, 629, 5610, 5495, 2992, 2963, 1646, 3136, 141, 141, 3, 5]",급할수록 돌아가라는 말이 있엉 [SEP] 놀면서 생각하거 쉬자^^ [SEP] 
"[2, 5550, 1771, 5552, 123, 123, 123, 123, 3, 5]","[2, 5495, 6656, 5500, 6184, 2781, 2936, 5448, 3, 7406, 2970, 1970, 2994, 2946, 6359, 3, 5]","[2, 5450, 5544, 6641, 2970, 3003, 3, 5495, 6299, 1169, 5511, 123, 123, 3, 5]","[2, 397, 3239, 7338, 5931, 2921, 5798, 6223, 2071, 3035, 3, 629, 5610, 5495, 2992, 2963, 1646, 3136, 141, 141, 3, 5]","[2, 1792, 5673, 7731, 5725, 3, 5]",아 소설 봐야되는데 [SEP] 
"[2, 5495, 6656, 5500, 6184, 2781, 2936, 5448, 3, 7406, 2970, 1970, 2994, 2946, 6359, 3, 5]","[2, 5450, 5544, 6641, 2970, 3003, 3, 5495, 6299, 1169, 5511, 123, 123, 3, 5]","[2, 397, 3239, 7338, 5931, 2921, 5798, 6223, 2071, 3035, 3, 629, 5610, 5495, 2992, 2963, 1646, 3136, 141, 141, 3, 5]","[2, 1792, 5673, 7731, 5725, 3, 5]","[2, 5459, 6323, 5533, 692, 5591, 3, 5939, 626, 5529, 3, 5]",나도 할거 하나 늘었는데 [SEP] 겁나 노는중 [SEP] 
"[2, 5450, 5544, 6641, 2970, 3003, 3, 5495, 6299, 1169, 5511, 123, 123, 3, 5]","[2, 397, 3239, 7338, 5931, 2921, 5798, 6223, 2071, 3035, 3, 629, 5610, 5495, 2992, 2963, 1646, 3136, 141, 141, 3, 5]","[2, 1792, 5673, 7731, 5725, 3, 5]","[2, 5459, 6323, 5533, 692, 5591, 3, 5939, 626, 5529, 3, 5]","[2, 1792, 536, 129, 3017, 2975, 5837, 5538, 6130, 2960, 3, 5]",아 나 5주치 과제 해야된다고 [SEP] 
"[2, 397, 3239, 7338, 5931, 2921, 5798, 6223, 2071, 3035, 3, 629, 5610, 5495, 2992, 2963, 1646, 3136, 141, 141, 3, 5]","[2, 1792, 5673, 7731, 5725, 3, 5]","[2, 5459, 6323, 5533, 692, 5591, 3, 5939, 626, 5529, 3, 5]","[2, 1792, 536, 129, 3017, 2975, 5837, 5538, 6130, 2960, 3, 5]","[2, 129, 7544, 123, 123, 123, 134, 3, 129, 7544, 7010, 3, 5]",5주차...? [SEP] 5주차라니 [SEP] 
"[2, 1792, 5673, 7731, 5725, 3, 5]","[2, 5459, 6323, 5533, 692, 5591, 3, 5939, 626, 5529, 3, 5]","[2, 1792, 536, 129, 3017, 2975, 5837, 5538, 6130, 2960, 3, 5]","[2, 129, 7544, 123, 123, 123, 134, 3, 129, 7544, 7010, 3, 5]","[2, 5593, 6216, 5678, 2950, 3, 1229, 3017, 2975, 5844, 2932, 5603, 3, 5]",사실 확인 안해서 [SEP] 몇주치 있는지 몰라 [SEP] 
"[2, 5459, 6323, 5533, 692, 5591, 3, 5939, 626, 5529, 3, 5]","[2, 1792, 536, 129, 3017, 2975, 5837, 5538, 6130, 2960, 3, 5]","[2, 129, 7544, 123, 123, 123, 134, 3, 129, 7544, 7010, 3, 5]","[2, 5593, 6216, 5678, 2950, 3, 1229, 3017, 2975, 5844, 2932, 5603, 3, 5]","[2, 1792, 129, 7544, 2921, 5753, 3, 129, 3017, 2975, 123, 123, 123, 134, 3, 6649, 7113, 123, 123, 123, 134, 3, 5]",아 5주차가 아니라 [SEP] 5주치...? [SEP] 하나도 안했어...? [SEP] 
