utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 5843, 6492, 3, 1596, 3121, 1323, 2967, 3077, 2781, 2943, 3, 5522, 6742, 2183, 5449, 3, 5]","[2, 5857, 1944, 1323, 2967, 3077, 1596, 3121, 2965, 1504, 2930, 7519, 5953, 3, 6481, 7519, 5479, 134, 134, 3, 5]","[2, 6611, 5518, 6742, 877, 3247, 2938, 3, 5571, 2797, 6375, 3, 5874, 877, 6195, 3, 5]","[2, 6001, 5649, 3147, 3, 2024, 2939, 2940, 7139, 2994, 221, 6172, 3, 2698, 3463, 3005, 5574, 3147, 3, 1792, 2847, 2925, 2947, 5877, 3063, 3, 5]","[2, 797, 3697, 3244, 5745, 3, 5]",도배를 해야지 [SEP] 
"[2, 5857, 1944, 1323, 2967, 3077, 1596, 3121, 2965, 1504, 2930, 7519, 5953, 3, 6481, 7519, 5479, 134, 134, 3, 5]","[2, 6611, 5518, 6742, 877, 3247, 2938, 3, 5571, 2797, 6375, 3, 5874, 877, 6195, 3, 5]","[2, 6001, 5649, 3147, 3, 2024, 2939, 2940, 7139, 2994, 221, 6172, 3, 2698, 3463, 3005, 5574, 3147, 3, 1792, 2847, 2925, 2947, 5877, 3063, 3, 5]","[2, 797, 3697, 3244, 5745, 3, 5]","[2, 5485, 5792, 6968, 3171, 5862, 2999, 1395, 2960, 1931, 5463, 3, 2042, 3291, 3141, 2767, 1577, 3349, 2359, 3155, 2993, 3, 5]",그럼 가서 가족들 얼굴만 뵙고 와야지 [SEP] 음료수 한 세병 챙길까 [SEP] 
"[2, 6611, 5518, 6742, 877, 3247, 2938, 3, 5571, 2797, 6375, 3, 5874, 877, 6195, 3, 5]","[2, 6001, 5649, 3147, 3, 2024, 2939, 2940, 7139, 2994, 221, 6172, 3, 2698, 3463, 3005, 5574, 3147, 3, 1792, 2847, 2925, 2947, 5877, 3063, 3, 5]","[2, 797, 3697, 3244, 5745, 3, 5]","[2, 5485, 5792, 6968, 3171, 5862, 2999, 1395, 2960, 1931, 5463, 3, 2042, 3291, 3141, 2767, 1577, 3349, 2359, 3155, 2993, 3, 5]","[2, 2042, 3291, 3141, 2963, 6367, 6610, 5448, 3, 5]",음료수거 오ㅑ있는뎈ㅋㅋㅋㅋ [SEP] 
"[2, 6001, 5649, 3147, 3, 2024, 2939, 2940, 7139, 2994, 221, 6172, 3, 2698, 3463, 3005, 5574, 3147, 3, 1792, 2847, 2925, 2947, 5877, 3063, 3, 5]","[2, 797, 3697, 3244, 5745, 3, 5]","[2, 5485, 5792, 6968, 3171, 5862, 2999, 1395, 2960, 1931, 5463, 3, 2042, 3291, 3141, 2767, 1577, 3349, 2359, 3155, 2993, 3, 5]","[2, 2042, 3291, 3141, 2963, 6367, 6610, 5448, 3, 5]","[2, 2042, 3291, 3141, 6032, 7779, 134, 134, 3, 5]",음료수 있지 않나?? [SEP] 
"[2, 797, 3697, 3244, 5745, 3, 5]","[2, 5485, 5792, 6968, 3171, 5862, 2999, 1395, 2960, 1931, 5463, 3, 2042, 3291, 3141, 2767, 1577, 3349, 2359, 3155, 2993, 3, 5]","[2, 2042, 3291, 3141, 2963, 6367, 6610, 5448, 3, 5]","[2, 2042, 3291, 3141, 6032, 7779, 134, 134, 3, 5]","[2, 1625, 2970, 2071, 5589, 3, 5]",술이 있겠지 [SEP] 
"[2, 5485, 5792, 6968, 3171, 5862, 2999, 1395, 2960, 1931, 5463, 3, 2042, 3291, 3141, 2767, 1577, 3349, 2359, 3155, 2993, 3, 5]","[2, 2042, 3291, 3141, 2963, 6367, 6610, 5448, 3, 5]","[2, 2042, 3291, 3141, 6032, 7779, 134, 134, 3, 5]","[2, 1625, 2970, 2071, 5589, 3, 5]","[2, 5897, 3259, 6347, 3, 5458, 2231, 3025, 3, 5]",그만처먹어 [SEP] 내가 증말 [SEP] 
"[2, 2042, 3291, 3141, 2963, 6367, 6610, 5448, 3, 5]","[2, 2042, 3291, 3141, 6032, 7779, 134, 134, 3, 5]","[2, 1625, 2970, 2071, 5589, 3, 5]","[2, 5897, 3259, 6347, 3, 5458, 2231, 3025, 3, 5]","[2, 5450, 123, 123, 123, 123, 3, 2116, 3451, 5729, 6224, 3077, 3, 336, 3264, 3249, 6754, 2950, 5522, 6023, 5513, 3, 5]",아니.... [SEP] 저날 하루 먹었다 [SEP] 광복절이여서 존나 기분이 그래서 [SEP] 
"[2, 2042, 3291, 3141, 6032, 7779, 134, 134, 3, 5]","[2, 1625, 2970, 2071, 5589, 3, 5]","[2, 5897, 3259, 6347, 3, 5458, 2231, 3025, 3, 5]","[2, 5450, 123, 123, 123, 123, 3, 2116, 3451, 5729, 6224, 3077, 3, 336, 3264, 3249, 6754, 2950, 5522, 6023, 5513, 3, 5]","[2, 336, 3264, 3249, 2970, 1944, 4158, 6261, 3165, 5448, 3, 1268, 3228, 3369, 5476, 5447, 3, 5]",광복절이 왜튀어나와ㅋㅋㅋ [SEP] 뭔상관이야ㅋㅋ [SEP] 
"[2, 1625, 2970, 2071, 5589, 3, 5]","[2, 5897, 3259, 6347, 3, 5458, 2231, 3025, 3, 5]","[2, 5450, 123, 123, 123, 123, 3, 2116, 3451, 5729, 6224, 3077, 3, 336, 3264, 3249, 6754, 2950, 5522, 6023, 5513, 3, 5]","[2, 336, 3264, 3249, 2970, 1944, 4158, 6261, 3165, 5448, 3, 1268, 3228, 3369, 5476, 5447, 3, 5]","[2, 6506, 2970, 1944, 5632, 3, 5825, 2921, 336, 3264, 3249, 5958, 5449, 3, 5]",상관이 왜 없어 [SEP] 그때가 광복절이었는데 [SEP] 
"[2, 5897, 3259, 6347, 3, 5458, 2231, 3025, 3, 5]","[2, 5450, 123, 123, 123, 123, 3, 2116, 3451, 5729, 6224, 3077, 3, 336, 3264, 3249, 6754, 2950, 5522, 6023, 5513, 3, 5]","[2, 336, 3264, 3249, 2970, 1944, 4158, 6261, 3165, 5448, 3, 1268, 3228, 3369, 5476, 5447, 3, 5]","[2, 6506, 2970, 1944, 5632, 3, 5825, 2921, 336, 3264, 3249, 5958, 5449, 3, 5]","[2, 1164, 2964, 2987, 336, 3264, 3249, 3055, 2989, 6412, 2938, 3, 336, 3264, 3249, 6666, 6311, 2921, 6166, 6284, 3, 5888, 388, 2064, 7746, 7557, 2963, 2926, 3, 5]",마신게 광복절인건 아는데 [SEP] 광복절이라서 의미가 있다는거임 [SEP] 아님 그 일때문이라는거여 [SEP] 
"[2, 5450, 123, 123, 123, 123, 3, 2116, 3451, 5729, 6224, 3077, 3, 336, 3264, 3249, 6754, 2950, 5522, 6023, 5513, 3, 5]","[2, 336, 3264, 3249, 2970, 1944, 4158, 6261, 3165, 5448, 3, 1268, 3228, 3369, 5476, 5447, 3, 5]","[2, 6506, 2970, 1944, 5632, 3, 5825, 2921, 336, 3264, 3249, 5958, 5449, 3, 5]","[2, 1164, 2964, 2987, 336, 3264, 3249, 3055, 2989, 6412, 2938, 3, 336, 3264, 3249, 6666, 6311, 2921, 6166, 6284, 3, 5888, 388, 2064, 7746, 7557, 2963, 2926, 3, 5]","[2, 336, 3264, 3249, 5734, 5783, 408, 3783, 3451, 5476, 3, 5]",광복절이면 얼마나 기쁜날이야 [SEP] 
"[2, 336, 3264, 3249, 2970, 1944, 4158, 6261, 3165, 5448, 3, 1268, 3228, 3369, 5476, 5447, 3, 5]","[2, 6506, 2970, 1944, 5632, 3, 5825, 2921, 336, 3264, 3249, 5958, 5449, 3, 5]","[2, 1164, 2964, 2987, 336, 3264, 3249, 3055, 2989, 6412, 2938, 3, 336, 3264, 3249, 6666, 6311, 2921, 6166, 6284, 3, 5888, 388, 2064, 7746, 7557, 2963, 2926, 3, 5]","[2, 336, 3264, 3249, 5734, 5783, 408, 3783, 3451, 5476, 3, 5]","[2, 6535, 3005, 2727, 3272, 123, 123, 123, 3, 5]",지랄도 풍년... [SEP] 
"[2, 6506, 2970, 1944, 5632, 3, 5825, 2921, 336, 3264, 3249, 5958, 5449, 3, 5]","[2, 1164, 2964, 2987, 336, 3264, 3249, 3055, 2989, 6412, 2938, 3, 336, 3264, 3249, 6666, 6311, 2921, 6166, 6284, 3, 5888, 388, 2064, 7746, 7557, 2963, 2926, 3, 5]","[2, 336, 3264, 3249, 5734, 5783, 408, 3783, 3451, 5476, 3, 5]","[2, 6535, 3005, 2727, 3272, 123, 123, 123, 3, 5]","[2, 388, 2996, 6327, 3, 5457, 7167, 2950, 3, 5778, 5515, 1316, 3080, 5680, 6601, 5732, 6826, 3, 5]",그일 있고 [SEP] 너무 슬퍼서 [SEP] 누구한테 받은지는 기억이 안나는디 [SEP] 
"[2, 1164, 2964, 2987, 336, 3264, 3249, 3055, 2989, 6412, 2938, 3, 336, 3264, 3249, 6666, 6311, 2921, 6166, 6284, 3, 5888, 388, 2064, 7746, 7557, 2963, 2926, 3, 5]","[2, 336, 3264, 3249, 5734, 5783, 408, 3783, 3451, 5476, 3, 5]","[2, 6535, 3005, 2727, 3272, 123, 123, 123, 3, 5]","[2, 388, 2996, 6327, 3, 5457, 7167, 2950, 3, 5778, 5515, 1316, 3080, 5680, 6601, 5732, 6826, 3, 5]","[2, 5803, 3384, 3223, 408, 2932, 2939, 3, 6006, 2764, 3046, 2934, 7334, 2932, 1797, 3003, 5447, 3, 5]",고양잇과 기지개 [SEP] 마지막 하찮아보이지 않냐ㅋㅋ [SEP] 
"[2, 336, 3264, 3249, 5734, 5783, 408, 3783, 3451, 5476, 3, 5]","[2, 6535, 3005, 2727, 3272, 123, 123, 123, 3, 5]","[2, 388, 2996, 6327, 3, 5457, 7167, 2950, 3, 5778, 5515, 1316, 3080, 5680, 6601, 5732, 6826, 3, 5]","[2, 5803, 3384, 3223, 408, 2932, 2939, 3, 6006, 2764, 3046, 2934, 7334, 2932, 1797, 3003, 5447, 3, 5]","[2, 6006, 2970, 6012, 3160, 3, 536, 731, 5534, 2162, 7602, 2963, 238, 5976, 5500, 3, 5]",마지막이 귀엽네 [SEP] 나 닮아서 좀 귀여운거 같기도 하고 [SEP] 
"[2, 6535, 3005, 2727, 3272, 123, 123, 123, 3, 5]","[2, 388, 2996, 6327, 3, 5457, 7167, 2950, 3, 5778, 5515, 1316, 3080, 5680, 6601, 5732, 6826, 3, 5]","[2, 5803, 3384, 3223, 408, 2932, 2939, 3, 6006, 2764, 3046, 2934, 7334, 2932, 1797, 3003, 5447, 3, 5]","[2, 6006, 2970, 6012, 3160, 3, 536, 731, 5534, 2162, 7602, 2963, 238, 5976, 5500, 3, 5]","[2, 6147, 586, 731, 2924, 5475, 3, 584, 5558, 5566, 2069, 3236, 5981, 3147, 3, 226, 3294, 3114, 5887, 3, 5]",저게 널 닮았으면 [SEP] 넌 이미 어디 입양가야함 [SEP] 갇혀있거나 [SEP] 
"[2, 388, 2996, 6327, 3, 5457, 7167, 2950, 3, 5778, 5515, 1316, 3080, 5680, 6601, 5732, 6826, 3, 5]","[2, 5803, 3384, 3223, 408, 2932, 2939, 3, 6006, 2764, 3046, 2934, 7334, 2932, 1797, 3003, 5447, 3, 5]","[2, 6006, 2970, 6012, 3160, 3, 536, 731, 5534, 2162, 7602, 2963, 238, 5976, 5500, 3, 5]","[2, 6147, 586, 731, 2924, 5475, 3, 584, 5558, 5566, 2069, 3236, 5981, 3147, 3, 226, 3294, 3114, 5887, 3, 5]","[2, 2069, 3236, 5655, 2157, 3080, 3079, 3359, 7437, 1528, 2924, 2965, 268, 3097, 3, 5746, 4584, 2925, 6245, 3, 5933, 2974, 2568, 2925, 3451, 3411, 5853, 5449, 3, 5]",입양가서 조은대접 받고 살았을 건기 [SEP] 잘못탸어났어 [SEP] 고양이로 태어날걸 그랬는데 [SEP] 
"[2, 5803, 3384, 3223, 408, 2932, 2939, 3, 6006, 2764, 3046, 2934, 7334, 2932, 1797, 3003, 5447, 3, 5]","[2, 6006, 2970, 6012, 3160, 3, 536, 731, 5534, 2162, 7602, 2963, 238, 5976, 5500, 3, 5]","[2, 6147, 586, 731, 2924, 5475, 3, 584, 5558, 5566, 2069, 3236, 5981, 3147, 3, 226, 3294, 3114, 5887, 3, 5]","[2, 2069, 3236, 5655, 2157, 3080, 3079, 3359, 7437, 1528, 2924, 2965, 268, 3097, 3, 5746, 4584, 2925, 6245, 3, 5933, 2974, 2568, 2925, 3451, 3411, 5853, 5449, 3, 5]","[2, 2668, 2991, 5448, 3, 5]",팩트ㅋㅋㅋ [SEP] 
"[2, 6006, 2970, 6012, 3160, 3, 536, 731, 5534, 2162, 7602, 2963, 238, 5976, 5500, 3, 5]","[2, 6147, 586, 731, 2924, 5475, 3, 584, 5558, 5566, 2069, 3236, 5981, 3147, 3, 226, 3294, 3114, 5887, 3, 5]","[2, 2069, 3236, 5655, 2157, 3080, 3079, 3359, 7437, 1528, 2924, 2965, 268, 3097, 3, 5746, 4584, 2925, 6245, 3, 5933, 2974, 2568, 2925, 3451, 3411, 5853, 5449, 3, 5]","[2, 2668, 2991, 5448, 3, 5]","[2, 1815, 2929, 3718, 2985, 7280, 3, 476, 6064, 3071, 3, 5]",애버랜드 가자 [SEP] 꼭 가야돼 [SEP] 
"[2, 6147, 586, 731, 2924, 5475, 3, 584, 5558, 5566, 2069, 3236, 5981, 3147, 3, 226, 3294, 3114, 5887, 3, 5]","[2, 2069, 3236, 5655, 2157, 3080, 3079, 3359, 7437, 1528, 2924, 2965, 268, 3097, 3, 5746, 4584, 2925, 6245, 3, 5933, 2974, 2568, 2925, 3451, 3411, 5853, 5449, 3, 5]","[2, 2668, 2991, 5448, 3, 5]","[2, 1815, 2929, 3718, 2985, 7280, 3, 476, 6064, 3071, 3, 5]","[2, 799, 1863, 3016, 3572, 2957, 3, 5]",돈 없당께요;; [SEP] 
"[2, 2069, 3236, 5655, 2157, 3080, 3079, 3359, 7437, 1528, 2924, 2965, 268, 3097, 3, 5746, 4584, 2925, 6245, 3, 5933, 2974, 2568, 2925, 3451, 3411, 5853, 5449, 3, 5]","[2, 2668, 2991, 5448, 3, 5]","[2, 1815, 2929, 3718, 2985, 7280, 3, 476, 6064, 3071, 3, 5]","[2, 799, 1863, 3016, 3572, 2957, 3, 5]","[2, 388, 3551, 2942, 799, 3, 5]",그놈의 돈 [SEP] 
"[2, 2668, 2991, 5448, 3, 5]","[2, 1815, 2929, 3718, 2985, 7280, 3, 476, 6064, 3071, 3, 5]","[2, 799, 1863, 3016, 3572, 2957, 3, 5]","[2, 388, 3551, 2942, 799, 3, 5]","[2, 539, 2453, 2985, 3005, 1438, 2925, 6778, 3, 130, 6046, 2970, 555, 2118, 3282, 3344, 5526, 3, 5544, 555, 2118, 3282, 3344, 5476, 3, 5]",난 카드도 비어있다 [SEP] 6만원이 내 전재산이지 [SEP] 이게 내 전재산이야 [SEP] 
"[2, 1815, 2929, 3718, 2985, 7280, 3, 476, 6064, 3071, 3, 5]","[2, 799, 1863, 3016, 3572, 2957, 3, 5]","[2, 388, 3551, 2942, 799, 3, 5]","[2, 539, 2453, 2985, 3005, 1438, 2925, 6778, 3, 130, 6046, 2970, 555, 2118, 3282, 3344, 5526, 3, 5544, 555, 2118, 3282, 3344, 5476, 3, 5]","[2, 5459, 799, 5632, 3, 5]",나도 돈 없어 [SEP] 
"[2, 799, 1863, 3016, 3572, 2957, 3, 5]","[2, 388, 3551, 2942, 799, 3, 5]","[2, 539, 2453, 2985, 3005, 1438, 2925, 6778, 3, 130, 6046, 2970, 555, 2118, 3282, 3344, 5526, 3, 5544, 555, 2118, 3282, 3344, 5476, 3, 5]","[2, 5459, 799, 5632, 3, 5]","[2, 6154, 5526, 134, 3, 5613, 2183, 7805, 2995, 5547, 134, 3, 6122, 5798, 2995, 5526, 134, 3, 5]",무엇이지? [SEP] 같이 죽자는것인가? [SEP] 어쩌라는것이지? [SEP] 
"[2, 388, 3551, 2942, 799, 3, 5]","[2, 539, 2453, 2985, 3005, 1438, 2925, 6778, 3, 130, 6046, 2970, 555, 2118, 3282, 3344, 5526, 3, 5544, 555, 2118, 3282, 3344, 5476, 3, 5]","[2, 5459, 799, 5632, 3, 5]","[2, 6154, 5526, 134, 3, 5613, 2183, 7805, 2995, 5547, 134, 3, 6122, 5798, 2995, 5526, 134, 3, 5]","[2, 408, 3646, 6653, 5449, 3, 1944, 7729, 2970, 2652, 3094, 3330, 5461, 5731, 2932, 3, 5]",기판 그리는데 [SEP] 왜 배경이 파란색으로 나오지 [SEP] 
"[2, 539, 2453, 2985, 3005, 1438, 2925, 6778, 3, 130, 6046, 2970, 555, 2118, 3282, 3344, 5526, 3, 5544, 555, 2118, 3282, 3344, 5476, 3, 5]","[2, 5459, 799, 5632, 3, 5]","[2, 6154, 5526, 134, 3, 5613, 2183, 7805, 2995, 5547, 134, 3, 6122, 5798, 2995, 5526, 134, 3, 5]","[2, 408, 3646, 6653, 5449, 3, 1944, 7729, 2970, 2652, 3094, 3330, 5461, 5731, 2932, 3, 5]","[2, 2378, 2943, 3247, 5603, 134, 3, 707, 2124, 5691, 2307, 3, 5]",청사진 몰라? [SEP] 니 점수도 쫙 [SEP] 
"[2, 5459, 799, 5632, 3, 5]","[2, 6154, 5526, 134, 3, 5613, 2183, 7805, 2995, 5547, 134, 3, 6122, 5798, 2995, 5526, 134, 3, 5]","[2, 408, 3646, 6653, 5449, 3, 1944, 7729, 2970, 2652, 3094, 3330, 5461, 5731, 2932, 3, 5]","[2, 2378, 2943, 3247, 5603, 134, 3, 707, 2124, 5691, 2307, 3, 5]","[2, 5641, 5788, 1958, 6347, 5448, 3, 5]",시발 그러면 욕먹엌ㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 6154, 5526, 134, 3, 5613, 2183, 7805, 2995, 5547, 134, 3, 6122, 5798, 2995, 5526, 134, 3, 5]","[2, 408, 3646, 6653, 5449, 3, 1944, 7729, 2970, 2652, 3094, 3330, 5461, 5731, 2932, 3, 5]","[2, 2378, 2943, 3247, 5603, 134, 3, 707, 2124, 5691, 2307, 3, 5]","[2, 5641, 5788, 1958, 6347, 5448, 3, 5]","[2, 6813, 7139, 5488, 5448, 3, 5560, 1795, 3259, 3006, 5475, 3, 391, 3445, 3179, 3151, 5494, 3, 1901, 3274, 2970, 1216, 3474, 3003, 3, 5]",밥을 먹으라고ㅋㅋㅋ [SEP] 그렇게 안처먹으면 [SEP] 근손실오겠다 [SEP] 영달이 메타냐 [SEP] 
"[2, 408, 3646, 6653, 5449, 3, 1944, 7729, 2970, 2652, 3094, 3330, 5461, 5731, 2932, 3, 5]","[2, 2378, 2943, 3247, 5603, 134, 3, 707, 2124, 5691, 2307, 3, 5]","[2, 5641, 5788, 1958, 6347, 5448, 3, 5]","[2, 6813, 7139, 5488, 5448, 3, 5560, 1795, 3259, 3006, 5475, 3, 391, 3445, 3179, 3151, 5494, 3, 1901, 3274, 2970, 1216, 3474, 3003, 3, 5]","[2, 5539, 6039, 3, 1625, 2965, 6224, 2932, 3, 5588, 2947, 5651, 3097, 3180, 2967, 3, 290, 5592, 5745, 3, 5]",그건 아니고 [SEP] 술을 먹었지 [SEP] 공부는 다음기회에 [SEP] 겜이나 해야지 [SEP] 
"[2, 2378, 2943, 3247, 5603, 134, 3, 707, 2124, 5691, 2307, 3, 5]","[2, 5641, 5788, 1958, 6347, 5448, 3, 5]","[2, 6813, 7139, 5488, 5448, 3, 5560, 1795, 3259, 3006, 5475, 3, 391, 3445, 3179, 3151, 5494, 3, 1901, 3274, 2970, 1216, 3474, 3003, 3, 5]","[2, 5539, 6039, 3, 1625, 2965, 6224, 2932, 3, 5588, 2947, 5651, 3097, 3180, 2967, 3, 290, 5592, 5745, 3, 5]","[2, 5600, 5464, 5621, 3, 5459, 6010, 3080, 5651, 408, 3180, 2967, 3, 5]",ㅋㅋ 그래그래 [SEP] 나도 병원은 다음 기회에 [SEP] 
"[2, 5641, 5788, 1958, 6347, 5448, 3, 5]","[2, 6813, 7139, 5488, 5448, 3, 5560, 1795, 3259, 3006, 5475, 3, 391, 3445, 3179, 3151, 5494, 3, 1901, 3274, 2970, 1216, 3474, 3003, 3, 5]","[2, 5539, 6039, 3, 1625, 2965, 6224, 2932, 3, 5588, 2947, 5651, 3097, 3180, 2967, 3, 290, 5592, 5745, 3, 5]","[2, 5600, 5464, 5621, 3, 5459, 6010, 3080, 5651, 408, 3180, 2967, 3, 5]","[2, 6010, 3080, 1944, 3, 539, 935, 5699, 3005, 3, 2023, 3081, 3347, 6492, 3, 5703, 5798, 1549, 3085, 3007, 3244, 7281, 1704, 3063, 3, 5810, 1931, 3, 5]",병원은 왜 [SEP] 난 또 뭐라도 [SEP] 유투브 보니까 [SEP] 누나라는 생명체를 가지고 싶음 [SEP] 만들어 와 [SEP] 
"[2, 6813, 7139, 5488, 5448, 3, 5560, 1795, 3259, 3006, 5475, 3, 391, 3445, 3179, 3151, 5494, 3, 1901, 3274, 2970, 1216, 3474, 3003, 3, 5]","[2, 5539, 6039, 3, 1625, 2965, 6224, 2932, 3, 5588, 2947, 5651, 3097, 3180, 2967, 3, 290, 5592, 5745, 3, 5]","[2, 5600, 5464, 5621, 3, 5459, 6010, 3080, 5651, 408, 3180, 2967, 3, 5]","[2, 6010, 3080, 1944, 3, 539, 935, 5699, 3005, 3, 2023, 3081, 3347, 6492, 3, 5703, 5798, 1549, 3085, 3007, 3244, 7281, 1704, 3063, 3, 5810, 1931, 3, 5]","[2, 6306, 5547, 3, 1267, 2062, 3007, 3128, 7133, 5956, 2781, 134, 3, 5]",미친놈인가 [SEP] 뭐 인체연성이라도 해? [SEP] 
"[2, 5539, 6039, 3, 1625, 2965, 6224, 2932, 3, 5588, 2947, 5651, 3097, 3180, 2967, 3, 290, 5592, 5745, 3, 5]","[2, 5600, 5464, 5621, 3, 5459, 6010, 3080, 5651, 408, 3180, 2967, 3, 5]","[2, 6010, 3080, 1944, 3, 539, 935, 5699, 3005, 3, 2023, 3081, 3347, 6492, 3, 5703, 5798, 1549, 3085, 3007, 3244, 7281, 1704, 3063, 3, 5810, 1931, 3, 5]","[2, 6306, 5547, 3, 1267, 2062, 3007, 3128, 7133, 5956, 2781, 134, 3, 5]","[2, 5703, 6024, 5531, 779, 5519, 1913, 3039, 3, 5]",누나 같은 친구 데리고 오셈 [SEP] 
"[2, 5600, 5464, 5621, 3, 5459, 6010, 3080, 5651, 408, 3180, 2967, 3, 5]","[2, 6010, 3080, 1944, 3, 539, 935, 5699, 3005, 3, 2023, 3081, 3347, 6492, 3, 5703, 5798, 1549, 3085, 3007, 3244, 7281, 1704, 3063, 3, 5810, 1931, 3, 5]","[2, 6306, 5547, 3, 1267, 2062, 3007, 3128, 7133, 5956, 2781, 134, 3, 5]","[2, 5703, 6024, 5531, 779, 5519, 1913, 3039, 3, 5]","[2, 2059, 3348, 2965, 2067, 3080, 2059, 3348, 5531, 2947, 1229, 3085, 5904, 123, 123, 123, 3, 5]",이성을 잃은 이성 친구는 몇명 있는데... [SEP] 
"[2, 6010, 3080, 1944, 3, 539, 935, 5699, 3005, 3, 2023, 3081, 3347, 6492, 3, 5703, 5798, 1549, 3085, 3007, 3244, 7281, 1704, 3063, 3, 5810, 1931, 3, 5]","[2, 6306, 5547, 3, 1267, 2062, 3007, 3128, 7133, 5956, 2781, 134, 3, 5]","[2, 5703, 6024, 5531, 779, 5519, 1913, 3039, 3, 5]","[2, 2059, 3348, 2965, 2067, 3080, 2059, 3348, 5531, 2947, 1229, 3085, 5904, 123, 123, 123, 3, 5]","[2, 5468, 3152, 3005, 5611, 3, 5468, 3152, 3005, 2071, 5707, 134, 3, 5]",그런애도 있어 [SEP] 그런애도 있냐고? [SEP] 
"[2, 6306, 5547, 3, 1267, 2062, 3007, 3128, 7133, 5956, 2781, 134, 3, 5]","[2, 5703, 6024, 5531, 779, 5519, 1913, 3039, 3, 5]","[2, 2059, 3348, 2965, 2067, 3080, 2059, 3348, 5531, 2947, 1229, 3085, 5904, 123, 123, 123, 3, 5]","[2, 5468, 3152, 3005, 5611, 3, 5468, 3152, 3005, 2071, 5707, 134, 3, 5]","[2, 2704, 2970, 2982, 3070, 3341, 134, 3, 2622, 3081, 3031, 3081, 3031, 3081, 5001, 2980, 3283, 3, 5]",포이그잼플? [SEP] 퉤투테투테투텥0ㅔ [SEP] 
"[2, 5703, 6024, 5531, 779, 5519, 1913, 3039, 3, 5]","[2, 2059, 3348, 2965, 2067, 3080, 2059, 3348, 5531, 2947, 1229, 3085, 5904, 123, 123, 123, 3, 5]","[2, 5468, 3152, 3005, 5611, 3, 5468, 3152, 3005, 2071, 5707, 134, 3, 5]","[2, 2704, 2970, 2982, 3070, 3341, 134, 3, 2622, 3081, 3031, 3081, 3031, 3081, 5001, 2980, 3283, 3, 5]","[2, 1944, 5753, 2960, 5495, 3564, 134, 3, 5]",왜 아니라고 생각햐? [SEP] 
"[2, 2059, 3348, 2965, 2067, 3080, 2059, 3348, 5531, 2947, 1229, 3085, 5904, 123, 123, 123, 3, 5]","[2, 5468, 3152, 3005, 5611, 3, 5468, 3152, 3005, 2071, 5707, 134, 3, 5]","[2, 2704, 2970, 2982, 3070, 3341, 134, 3, 2622, 3081, 3031, 3081, 3031, 3081, 5001, 2980, 3283, 3, 5]","[2, 1944, 5753, 2960, 5495, 3564, 134, 3, 5]","[2, 5460, 7190, 6509, 5489, 3, 5703, 2947, 5601, 5447, 3, 5]",그냥 개새끼 한명인데 [SEP] 누나는 무슨ㅋㅋ [SEP] 
"[2, 5468, 3152, 3005, 5611, 3, 5468, 3152, 3005, 2071, 5707, 134, 3, 5]","[2, 2704, 2970, 2982, 3070, 3341, 134, 3, 2622, 3081, 3031, 3081, 3031, 3081, 5001, 2980, 3283, 3, 5]","[2, 1944, 5753, 2960, 5495, 3564, 134, 3, 5]","[2, 5460, 7190, 6509, 5489, 3, 5703, 2947, 5601, 5447, 3, 5]","[2, 539, 5896, 3082, 3, 5]",난 필요해 [SEP] 
"[2, 2704, 2970, 2982, 3070, 3341, 134, 3, 2622, 3081, 3031, 3081, 3031, 3081, 5001, 2980, 3283, 3, 5]","[2, 1944, 5753, 2960, 5495, 3564, 134, 3, 5]","[2, 5460, 7190, 6509, 5489, 3, 5703, 2947, 5601, 5447, 3, 5]","[2, 539, 5896, 3082, 3, 5]","[2, 5459, 5896, 3147, 3, 5]",나도 필요함 [SEP] 
"[2, 1944, 5753, 2960, 5495, 3564, 134, 3, 5]","[2, 5460, 7190, 6509, 5489, 3, 5703, 2947, 5601, 5447, 3, 5]","[2, 539, 5896, 3082, 3, 5]","[2, 5459, 5896, 3147, 3, 5]","[2, 5536, 1621, 5611, 3, 5]",그럴 수 있어 [SEP] 
"[2, 5460, 7190, 6509, 5489, 3, 5703, 2947, 5601, 5447, 3, 5]","[2, 539, 5896, 3082, 3, 5]","[2, 5459, 5896, 3147, 3, 5]","[2, 5536, 1621, 5611, 3, 5]","[2, 5462, 935, 5844, 5564, 3080, 3, 241, 7201, 5590, 3, 5]",근데 또 있는 애들은 [SEP] 개지랄한다 [SEP] 
"[2, 539, 5896, 3082, 3, 5]","[2, 5459, 5896, 3147, 3, 5]","[2, 5536, 1621, 5611, 3, 5]","[2, 5462, 935, 5844, 5564, 3080, 3, 241, 7201, 5590, 3, 5]","[2, 1924, 6973, 1704, 3063, 3, 5]",옷 사고 싶음 [SEP] 
"[2, 5459, 5896, 3147, 3, 5]","[2, 5536, 1621, 5611, 3, 5]","[2, 5462, 935, 5844, 5564, 3080, 3, 241, 7201, 5590, 3, 5]","[2, 1924, 6973, 1704, 3063, 3, 5]","[2, 5926, 6502, 1863, 2988, 119, 3, 5]",하지만 돈이 없죠! [SEP] 
